净值日期,单位净值,日增长率
2018-06-05,2.1778,3.2377
2018-06-06,2.1923,0.6658
2018-06-07,2.157,-1.6102
2018-06-08,2.1475,-0.4404
2018-06-11,2.1077,-1.8533
2018-06-12,2.1512,2.0639
2018-06-13,2.1213,-1.3899
2018-06-14,2.0991,-1.0465
2018-06-15,2.0626,-1.7388
2018-06-19,1.9737,-4.3101
2018-06-20,2.0033,1.4997
2018-06-21,1.9569,-2.3162
2018-06-22,1.981,1.2315
2018-06-25,1.9627,-0.9238
2018-06-26,1.9865,1.2126
2018-06-27,1.9592,-1.3743
2018-06-28,1.9473,-0.6074
2018-06-29,2.0234,3.908
2018-06-30,2.0233,0.0
2018-07-02,2.0085,-0.7364
2018-07-03,2.0071,-0.0697
2018-07-04,1.9655,-2.0726
2018-07-05,1.9357,-1.5162
2018-07-06,1.9264,-0.4804
2018-07-09,1.9767,2.6111
2018-07-10,1.9881,0.5767
2018-07-11,1.9392,-2.4596
2018-07-12,2.0065,3.4705
2018-07-13,2.0261,0.9768
2018-07-16,2.0209,-0.2567
2018-07-17,2.0253,0.2177
2018-07-18,2.0113,-0.6913
2018-07-19,1.9767,-1.7203
2018-07-20,2.016,1.9882
2018-07-23,2.0033,-0.63
2018-07-24,2.0264,1.1531
2018-07-25,2.0309,0.2221
2018-07-26,1.9908,-1.9745
2018-07-27,1.975,-0.7937
2018-07-30,1.9249,-2.5367
2018-07-31,1.9246,-0.0156
2018-08-01,1.9011,-1.221
2018-08-02,1.87,-1.6359
2018-08-03,1.8252,-2.3957
2018-08-06,1.7877,-2.0546
2018-08-07,1.8302,2.3774
2018-08-08,1.784,-2.5243
2018-08-09,1.8579,4.1424
2018-08-10,1.8754,0.9419
2018-08-13,1.9024,1.4397
2018-08-14,1.8856,-0.8831
2018-08-15,1.845,-2.1532
2018-08-16,1.8326,-0.6721
2018-08-17,1.7956,-2.019
2018-08-20,1.8135,0.9969
2018-08-21,1.8249,0.6286
2018-08-22,1.7995,-1.3919
2018-08-23,1.8353,1.9894
2018-08-24,1.8357,0.0218
2018-08-27,1.8933,3.1378
2018-08-28,1.9076,0.7553
2018-08-29,1.8965,-0.5819
2018-08-30,1.8607,-1.8877
2018-08-31,1.8522,-0.4568
2018-09-03,1.8615,0.5021
2018-09-04,1.8942,1.7566
2018-09-05,1.866,-1.4888
2018-09-06,1.8646,-0.075
2018-09-07,1.8321,-1.743
2018-09-10,1.7875,-2.4344
2018-09-11,1.7973,0.5483
2018-09-12,1.7812,-0.8958
2018-09-13,1.8006,1.0892
2018-09-14,1.7394,-3.3989
2018-09-17,1.7188,-1.1843
2018-09-18,1.7477,1.6814
2018-09-19,1.7667,1.0871
2018-09-20,1.7583,-0.4755
2018-09-21,1.7858,1.564
2018-09-25,1.7856,-0.0112
2018-09-26,1.7935,0.4424
2018-09-27,1.7842,-0.5185
2018-09-28,1.7812,-0.1681
2018-10-08,1.7097,-4.0141
2018-10-09,1.6986,-0.6492
2018-10-10,1.6879,-0.6299
2018-10-11,1.5992,-5.2551
2018-10-12,1.6251,1.6196
2018-10-15,1.6013,-1.4645
2018-10-16,1.5669,-2.1483
2018-10-17,1.5687,0.1149
2018-10-18,1.5184,-3.2065
2018-10-19,1.5652,3.0822
2018-10-22,1.639,4.7151
2018-10-23,1.5996,-2.4039
2018-10-24,1.5964,-0.2001
2018-10-25,1.5791,-1.0837
2018-10-26,1.5745,-0.2913
2018-10-29,1.5495,-1.5878
2018-10-30,1.5426,-0.4453
2018-10-31,1.581,2.4893
2018-11-01,1.5953,0.9045
2018-11-02,1.6614,4.1434
2018-11-05,1.662,0.0361
2018-11-06,1.6566,-0.3249
2018-11-07,1.6493,-0.4407
2018-11-08,1.6402,-0.5517
2018-11-09,1.6277,-0.7621
2018-11-12,1.6608,2.0335
2018-11-13,1.6705,0.5841
2018-11-14,1.6559,-0.874
2018-11-15,1.6873,1.8962
2018-11-16,1.6953,0.4741
2018-11-19,1.692,-0.1947
2018-11-20,1.6377,-3.2092
2018-11-21,1.6427,0.3053
2018-11-22,1.6424,-0.0183
2018-11-23,1.5922,-3.0565
2018-11-26,1.5904,-0.1131
2018-11-27,1.5978,0.4653
2018-11-28,1.6139,1.0076
2018-11-29,1.5857,-1.7473
2018-11-30,1.6103,1.5514
2018-12-03,1.6651,3.4031
2018-12-04,1.6697,0.2763
2018-12-05,1.6759,0.3713
2018-12-06,1.6337,-2.5181
2018-12-07,1.6161,-1.0773
2018-12-10,1.5992,-1.0457
2018-12-11,1.6084,0.5753
2018-12-12,1.6056,-0.1741
2018-12-13,1.6194,0.8595
2018-12-14,1.5801,-2.4268
2018-12-17,1.562,-1.1455
2018-12-18,1.5525,-0.6082
2018-12-19,1.5327,-1.2754
2018-12-20,1.5317,-0.0652
2018-12-21,1.5165,-0.9924
2018-12-24,1.5274,0.7188
2018-12-25,1.5299,0.1637
2018-12-26,1.5196,-0.6732
2018-12-27,1.5052,-0.9476
2018-12-28,1.5082,0.1993
2018-12-31,1.5081,0.0
2019-01-02,1.486,-1.472
2019-01-03,1.4686,-1.1709
2019-01-04,1.5043,2.4309
2019-01-07,1.5279,1.5688
2019-01-08,1.5216,-0.4123
2019-01-09,1.5281,0.4272
2019-01-10,1.5289,0.0524
2019-01-11,1.5387,0.641
2019-01-14,1.5171,-1.4038
2019-01-15,1.5591,2.7684
2019-01-16,1.5651,0.3848
2019-01-17,1.5509,-0.9073
2019-01-18,1.5851,2.2052
2019-01-21,1.5942,0.5741
2019-01-22,1.5682,-1.6309
2019-01-23,1.564,-0.2678
2019-01-24,1.5731,0.5818
2019-01-25,1.5777,0.2924
2019-01-28,1.5687,-0.5705
2019-01-29,1.559,-0.6183
2019-01-30,1.5507,-0.5324
2019-01-31,1.5639,0.8512
2019-02-01,1.6123,3.0948
2019-02-11,1.6467,2.1336
2019-02-12,1.6585,0.7166
2019-02-13,1.6938,2.1284
2019-02-14,1.6961,0.1358
2019-02-15,1.6687,-1.6155
2019-02-18,1.7319,3.7874
2019-02-19,1.7145,-1.0047
2019-02-20,1.7137,-0.0467
2019-02-21,1.7152,0.0875
2019-02-22,1.7722,3.3232
2019-02-25,1.8621,5.0728
2019-02-26,1.8421,-1.0741
2019-02-27,1.8233,-1.0206
2019-02-28,1.8369,0.7459
2019-03-01,1.8634,1.4426
2019-03-04,1.8915,1.508
2019-03-05,1.9117,1.0679
2019-03-06,1.9302,0.9677
2019-03-07,1.9016,-1.4817
2019-03-08,1.8538,-2.5137
2019-03-11,1.922,3.6789
2019-03-12,1.9484,1.3736
2019-03-13,1.9126,-1.8374
2019-03-14,1.9091,-0.183
2019-03-15,1.9521,2.2524
2019-03-18,2.0244,3.7037
2019-03-19,2.0086,-0.7805
2019-03-20,1.998,-0.5277
2019-03-21,1.997,-0.0501
2019-03-22,1.9895,-0.3756
2019-03-25,1.9537,-1.7994
2019-03-26,1.9246,-1.4895
2019-03-27,1.9624,1.964
2019-03-28,1.9473,-0.7695
2019-03-29,2.0145,3.4509
2019-04-01,2.0653,2.5217
2019-04-02,2.059,-0.305
2019-04-03,2.07,0.5342
2019-04-04,2.0838,0.6667
2019-04-08,2.0821,-0.0816
2019-04-09,2.1062,1.1575
2019-04-10,2.1287,1.0683
2019-04-11,2.0537,-3.5233
2019-04-12,2.0426,-0.5405
2019-04-15,2.0256,-0.8323
2019-04-16,2.0695,2.1673
2019-04-17,2.0674,-0.1015
2019-04-18,2.0625,-0.237
2019-04-19,2.0765,0.6788
2019-04-22,2.0445,-1.5411
2019-04-23,2.0415,-0.1467
2019-04-24,2.0447,0.1567
2019-04-25,1.9952,-2.4209
2019-04-26,1.9899,-0.2656
2019-04-29,2.0064,0.8292
2019-04-30,1.9971,-0.4635
2019-05-06,1.8771,-6.0087
2019-05-07,1.908,1.6462
2019-05-08,1.8988,-0.4822
2019-05-09,1.8587,-2.1119
2019-05-10,1.9362,4.1696
2019-05-13,1.9218,-0.7437
2019-05-14,1.9089,-0.6712
2019-05-15,1.9692,3.1589
2019-05-16,1.9736,0.2234
2019-05-17,1.931,-2.1585
2019-05-20,1.9078,-1.2015
2019-05-21,1.9366,1.5096
2019-05-22,1.9434,0.3511
2019-05-23,1.9023,-2.1149
2019-05-24,1.9008,-0.0789
2019-05-27,1.9257,1.31
2019-05-28,1.9329,0.3739
2019-05-29,1.9348,0.0983
2019-05-30,1.9246,-0.5272
2019-05-31,1.9236,-0.052
2019-06-03,1.9168,-0.3535
2019-06-04,1.8945,-1.1634
2019-06-05,1.8723,-1.1718
2019-06-06,1.8485,-1.2712
2019-06-10,1.873,1.3254
2019-06-11,1.9276,2.9151
2019-06-12,1.9133,-0.7419
2019-06-13,1.919,0.2979
2019-06-14,1.9021,-0.8807
2019-06-17,1.9031,0.0526
2019-06-18,1.9126,0.4992
2019-06-19,1.9405,1.4587
2019-06-20,1.9917,2.6385
2019-06-21,2.0003,0.4318
2019-06-24,2.0103,0.4999
2019-06-25,1.9929,-0.8655
2019-06-26,2.0077,0.7426
2019-06-27,2.0348,1.3498
2019-06-28,2.0302,-0.2261
2019-06-30,2.03,0.0
2019-07-01,2.0963,3.2558
2019-07-02,2.099,0.1288
2019-07-03,2.0615,-1.7866
2019-07-04,2.0365,-1.2127
2019-07-05,2.0636,1.3307
2019-07-08,2.0199,-2.1177
2019-07-09,2.0171,-0.1386
2019-07-10,2.0218,0.233
2019-07-11,2.0207,-0.0544
2019-07-12,2.0385,0.8809
2019-07-15,2.0519,0.6573
2019-07-16,2.0334,-0.9016
2019-07-17,2.0296,-0.1869
2019-07-18,2.0098,-0.9756
2019-07-19,2.0255,0.7812
2019-07-22,2.0243,-0.0592
2019-07-23,2.0348,0.5187
2019-07-24,2.0598,1.2286
2019-07-25,2.0661,0.3059
2019-07-26,2.0773,0.5421
2019-07-29,2.0793,0.0963
2019-07-30,2.0912,0.5723
2019-07-31,2.0864,-0.2295
2019-08-01,2.0694,-0.8148
2019-08-02,2.0379,-1.5222
2019-08-05,1.9967,-2.0217
2019-08-06,1.9828,-0.6961
2019-08-07,1.9696,-0.6657
2019-08-08,1.9955,1.315
2019-08-09,1.9762,-0.9672
2019-08-12,2.0229,2.3631
2019-08-13,2.0059,-0.8404
2019-08-14,2.0261,1.007
2019-08-15,2.0471,1.0365
2019-08-16,2.06,0.6302
2019-08-19,2.1234,3.0777
2019-08-20,2.1223,-0.0518
2019-08-21,2.1213,-0.0471
2019-08-22,2.122,0.033
2019-08-23,2.1505,1.3431
2019-08-26,2.1366,-0.6464
2019-08-27,2.1646,1.3105
2019-08-28,2.1507,-0.6422
2019-08-29,2.1515,0.0372
2019-08-30,2.1516,0.0046
2019-09-02,2.1957,2.0496
2019-09-03,2.2083,0.5738
2019-09-04,2.2135,0.2355
2019-09-05,2.2312,0.7996
2019-09-06,2.2506,0.8695
2019-09-09,2.2912,1.804
2019-09-10,2.2747,-0.7201
2019-09-11,2.2392,-1.5606
2019-09-12,2.2519,0.5672
2019-09-16,2.2435,-0.373
2019-09-17,2.1979,-2.0325
2019-09-18,2.2163,0.8372
2019-09-19,2.2448,1.2859
2019-09-20,2.2594,0.6504
2019-09-23,2.2299,-1.3057
2019-09-24,2.2417,0.5292
2019-09-25,2.2095,-1.4364
2019-09-26,2.1636,-2.0774
2019-09-27,2.1745,0.5038
2019-09-30,2.1433,-1.4348
2019-10-08,2.1426,-0.0327
2019-10-09,2.1458,0.1494
2019-10-10,2.1687,1.0672
2019-10-11,2.1773,0.3966
2019-10-14,2.1997,1.0288
2019-10-15,2.1869,-0.5819
2019-10-16,2.1812,-0.2606
2019-10-17,2.1835,0.1054
2019-10-18,2.1536,-1.3694
2019-10-21,2.1626,0.4179
2019-10-22,2.1811,0.8555
2019-10-23,2.1594,-0.9949
2019-10-24,2.1482,-0.5187
2019-10-25,2.1647,0.7681
2019-10-28,2.1927,1.2935
2019-10-29,2.1791,-0.6202
2019-10-30,2.1697,-0.4314
2019-10-31,2.1683,-0.0645
2019-11-01,2.1948,1.2222
2019-11-04,2.225,1.376
2019-11-05,2.2324,0.3326
2019-11-06,2.2236,-0.3942
2019-11-07,2.2362,0.5666
2019-11-08,2.2369,0.0313
2019-11-11,2.2128,-1.0774
2019-11-12,2.2087,-0.1853
2019-11-13,2.2137,0.2264
2019-11-14,2.2319,0.8222
2019-11-15,2.2279,-0.1792
2019-11-18,2.2509,1.0324
2019-11-19,2.2738,1.0174
2019-11-20,2.2509,-1.0071
2019-11-21,2.239,-0.5287
2019-11-22,2.1853,-2.3984
2019-11-25,2.1638,-0.9838
2019-11-26,2.1598,-0.1849
2019-11-27,2.1597,-0.0046
2019-11-28,2.1708,0.514
2019-11-29,2.156,-0.6818
2019-12-02,2.158,0.0928
2019-12-03,2.1585,0.0232
2019-12-04,2.1489,-0.4448
2019-12-05,2.1755,1.2378
2019-12-06,2.186,0.4826
2019-12-09,2.1814,-0.2104
2019-12-10,2.2026,0.9719
2019-12-11,2.1968,-0.2633
2019-12-12,2.1874,-0.4279
2019-12-13,2.2352,2.1852
2019-12-16,2.2535,0.8187
2019-12-17,2.2791,1.136
2019-12-18,2.2815,0.1053
2019-12-19,2.2684,-0.5742
2019-12-20,2.245,-1.0316
2019-12-23,2.2059,-1.7416
2019-12-24,2.229,1.0472
2019-12-25,2.2407,0.5249
2019-12-26,2.2476,0.3079
2019-12-27,2.2445,-0.1379
2019-12-30,2.2792,1.546
2019-12-31,2.2892,0.4388
2020-01-02,2.3297,1.7692
2020-01-03,2.3308,0.0472
2020-01-06,2.3331,0.0987
2020-01-07,2.3384,0.2272
2020-01-08,2.3071,-1.3385
2020-01-09,2.3407,1.4564
2020-01-10,2.3477,0.2991
2020-01-13,2.3753,1.1756
2020-01-14,2.3606,-0.6189
2020-01-15,2.3622,0.0678
2020-01-16,2.3537,-0.3598
2020-01-17,2.3491,-0.1954
2020-01-20,2.3859,1.5666
2020-01-21,2.3539,-1.3412
2020-01-22,2.3887,1.4784
2020-01-23,2.3093,-3.324
2020-02-03,2.1434,-7.184
2020-02-04,2.2489,4.9221
2020-02-05,2.3,2.2722
2020-02-06,2.3587,2.5522
2020-02-07,2.3728,0.5978
2020-02-10,2.3938,0.885
2020-02-11,2.3889,-0.2047
2020-02-12,2.4504,2.5744
2020-02-13,2.4269,-0.959
2020-02-14,2.425,-0.0783
2020-02-17,2.4998,3.0845
2020-02-18,2.5099,0.404
2020-02-19,2.4985,-0.4542
2020-02-20,2.5362,1.5089
2020-02-21,2.5708,1.3642
2020-02-24,2.6125,1.6221
2020-02-25,2.6231,0.4057
2020-02-26,2.523,-3.8161
2020-02-27,2.5694,1.8391
2020-02-28,2.4434,-4.9039
2020-03-02,2.5351,3.753
2020-03-03,2.5465,0.4497
2020-03-04,2.5231,-0.9189
2020-03-05,2.5458,0.8997
2020-03-06,2.5169,-1.1352
2020-03-09,2.4253,-3.6394
2020-03-10,2.4845,2.4409
2020-03-11,2.4346,-2.0085
2020-03-12,2.3925,-1.7292
2020-03-13,2.3876,-0.2048
2020-03-16,2.2677,-5.0218
2020-03-17,2.2608,-0.3043
2020-03-18,2.2165,-1.9595
2020-03-19,2.2281,0.5233
2020-03-20,2.2515,1.0502
2020-03-23,2.1786,-3.2378
2020-03-24,2.2335,2.52
2020-03-25,2.291,2.5744
2020-03-26,2.2797,-0.4932
2020-03-27,2.2914,0.5132
2020-03-30,2.2685,-0.9994
2020-03-31,2.2836,0.6656
2020-04-01,2.255,-1.2524
2020-04-02,2.3018,2.0754
2020-04-03,2.3031,0.0565
2020-04-07,2.3673,2.7875
2020-04-08,2.3696,0.0972
2020-04-09,2.4028,1.4011
2020-04-10,2.3745,-1.1778
2020-04-13,2.3742,-0.0126
2020-04-14,2.4243,2.1102
2020-04-15,2.4033,-0.8662
2020-04-16,2.4179,0.6075
2020-04-17,2.4105,-0.3061
2020-04-20,2.4375,1.1201
2020-04-21,2.4183,-0.7877
2020-04-22,2.4428,1.0131
2020-04-23,2.4364,-0.262
2020-04-24,2.3952,-1.691
2020-04-27,2.4024,0.3006
2020-04-28,2.4142,0.4912
2020-04-29,2.3936,-0.8533
2020-04-30,2.3818,-0.493
2020-05-06,2.4365,2.2966
2020-05-07,2.4357,-0.0328
2020-05-08,2.447,0.4639
2020-05-11,2.4386,-0.3433
2020-05-12,2.4571,0.7586
2020-05-13,2.487,1.2169
2020-05-14,2.4525,-1.3872
2020-05-15,2.4393,-0.5382
2020-05-18,2.4701,1.2627
2020-05-19,2.4955,1.0283
2020-05-20,2.449,-1.8634
2020-05-21,2.447,-0.0817
2020-05-22,2.3877,-2.4234
2020-05-25,2.4091,0.8963
2020-05-26,2.4436,1.4321
2020-05-27,2.3922,-2.1035
2020-05-28,2.3735,-0.7817
2020-05-29,2.4158,1.7822
2020-06-01,2.4831,2.7858
2020-06-02,2.4636,-0.7853
2020-06-03,2.4708,0.2923
2020-06-04,2.4911,0.8216
2020-06-05,2.5116,0.8229
2020-06-08,2.5042,-0.2946
2020-06-09,2.5341,1.194
2020-06-10,2.5692,1.3851
2020-06-11,2.5476,-0.8407
2020-06-12,2.5627,0.5927
2020-06-15,2.5744,0.4565
2020-06-16,2.6177,1.6819
2020-06-17,2.6449,1.0391
2020-06-18,2.6256,-0.7297
2020-06-19,2.6786,2.0186
2020-06-22,2.6751,-0.1307
2020-06-23,2.734,2.2018
2020-06-24,2.7248,-0.3365
2020-06-29,2.7372,0.4551
2020-06-30,2.7963,2.1591
2020-07-01,2.795,-0.0465
2020-07-02,2.8078,0.458
2020-07-03,2.8322,0.869
2020-07-06,2.8882,1.9773
2020-07-07,2.931,1.4819
2020-07-08,2.9671,1.2317
2020-07-09,3.0389,2.4199
2020-07-10,3.0258,-0.4311
2020-07-13,3.148,4.0386
2020-07-14,3.1017,-1.4708
2020-07-15,3.0624,-1.267
2020-07-16,2.9098,-4.983
2020-07-17,2.902,-0.2681
2020-07-20,2.9691,2.3122
2020-07-21,3.0073,1.2866
2020-07-22,3.0601,1.7557
2020-07-23,3.0818,0.7091
2020-07-24,2.914,-5.4449
2020-07-27,2.9321,0.6211
2020-07-28,2.9683,1.2346
2020-07-29,3.0629,3.187
2020-07-30,3.0364,-0.8652
2020-07-31,3.0713,1.1494
2020-08-03,3.1661,3.0866
2020-08-04,3.1692,0.0979
2020-08-05,3.2002,0.9782
2020-08-06,3.1765,-0.7406
2020-08-07,3.1432,-1.0483
2020-08-10,3.1305,-0.404
2020-08-11,3.0472,-2.6609
2020-08-12,2.98,-2.2053
2020-08-13,2.9744,-0.1879
2020-08-14,3.0122,1.2708
2020-08-17,3.0502,1.2615
2020-08-18,3.0761,0.8491
2020-08-19,3.0012,-2.4349
2020-08-20,2.9623,-1.2961
2020-08-21,2.9753,0.4388
2020-08-24,2.9955,0.68
2020-08-25,2.9884,-0.24
2020-08-26,2.9581,-1.01
2020-08-27,2.9882,1.02
2020-08-28,3.0439,1.86
2020-08-31,3.0322,-0.38
2020-09-01,3.0462,0.46
2020-09-02,3.0346,-0.38
2020-09-03,3.0338,-0.03
2020-09-04,2.9863,-1.57
2020-09-07,2.8951,-3.05
2020-09-08,2.8731,-0.76
2020-09-09,2.7916,-2.84
2020-09-10,2.7498,-1.5
2020-09-11,2.7962,1.69
2020-09-14,2.7946,-0.06
2020-09-15,2.8142,0.7
2020-09-16,2.787,-0.97
2020-09-17,2.7795,-0.27
2020-09-18,2.8342,1.97
2020-09-21,2.8215,-0.45
2020-09-22,2.8051,-0.58
2020-09-23,2.8157,0.38
2020-09-24,2.7615,-1.92
2020-09-25,2.7524,-0.33
2020-09-28,2.7487,-0.13
2020-09-29,2.7711,0.81
2020-09-30,2.7674,-0.13
2020-10-09,2.8433,2.74
2020-10-12,2.9232,2.81
2020-10-13,2.9342,0.38
2020-10-14,2.8936,-1.38
2020-10-15,2.8846,-0.31
2020-10-16,2.8787,-0.2
2020-10-19,2.8507,-0.97
2020-10-20,2.878,0.96
2020-10-21,2.8636,-0.5
2020-10-22,2.8495,-0.49
2020-10-23,2.7863,-2.22
2020-10-26,2.8073,0.75
2020-10-27,2.8367,1.05
2020-10-28,2.8668,1.06
2020-10-29,2.8623,-0.16
2020-10-30,2.7897,-2.54
2020-11-02,2.785,-0.17
2020-11-03,2.8095,0.88
2020-11-04,2.8138,0.15
2020-11-05,2.8436,1.06
2020-11-06,2.8274,-0.57
2020-11-09,2.8964,2.44
2020-11-10,2.8726,-0.82
2020-11-11,2.821,-1.8
2020-11-12,2.8346,0.48
2020-11-13,2.8233,-0.4
2020-11-16,2.8517,1.01
2020-11-17,2.8167,-1.23
2020-11-18,2.8082,-0.3
2020-11-19,2.8239,0.56
2020-11-20,2.8493,0.9
2020-11-23,2.8972,1.68
2020-11-24,2.8933,-0.13
2020-11-25,2.8362,-1.97
2020-11-26,2.8143,-0.77
2020-11-27,2.8439,1.05
2020-11-30,2.8338,-0.36
2020-12-01,2.8771,1.53
2020-12-02,2.8891,0.42
2020-12-03,2.8699,-0.66
2020-12-04,2.8892,0.67
2020-12-07,2.8752,-0.48
2020-12-08,2.865,-0.35
2020-12-09,2.801,-2.23
2020-12-10,2.8313,1.08
2020-12-11,2.8129,-0.65
2020-12-14,2.8355,0.8
2020-12-15,2.8245,-0.39
2020-12-16,2.8306,0.22
2020-12-17,2.8535,0.81
2020-12-18,2.8449,-0.3
2020-12-21,2.9152,2.47
2020-12-22,2.8734,-1.43
2020-12-23,2.9327,2.06
2020-12-24,2.9085,-0.83
2020-12-25,2.9611,1.81
2020-12-28,2.9627,0.05
2020-12-29,2.932,-1.04
2020-12-30,2.9778,1.56
2020-12-31,3.0251,1.59
2021-01-04,3.1044,2.62
2021-01-05,3.1758,2.3
2021-01-06,3.1457,-0.95
2021-01-07,3.2246,2.51
2021-01-08,3.2063,-0.57
2021-01-11,3.166,-1.26
2021-01-12,3.2783,3.55
2021-01-13,3.2639,-0.44
2021-01-14,3.184,-2.45
2021-01-15,3.1898,0.18
2021-01-18,3.2543,2.02
2021-01-19,3.1911,-1.94
2021-01-20,3.2433,1.64
2021-01-21,3.3093,2.03
2021-01-22,3.3464,1.12
2021-01-25,3.3412,-0.16
2021-01-26,3.2479,-2.79
2021-01-27,3.269,0.65
2021-01-28,3.1402,-3.94
2021-01-29,3.1397,-0.02
2021-02-01,3.2047,2.07
2021-02-02,3.2684,1.99
2021-02-03,3.2465,-0.67
2021-02-04,3.2342,-0.38
2021-02-05,3.1702,-1.98
2021-02-08,3.2616,2.88
2021-02-09,3.3314,2.14
2021-02-10,3.3765,1.35
2021-02-18,3.3994,0.68
2021-02-19,3.4052,0.17
2021-02-22,3.3394,-1.93
2021-02-23,3.3362,-0.1
2021-02-24,3.2481,-2.64
2021-02-25,3.222,-0.8
2021-02-26,3.1724,-1.54
2021-03-01,3.2858,3.57
2021-03-02,3.2459,-1.21
2021-03-03,3.2835,1.16
2021-03-04,3.1748,-3.31
2021-03-05,3.1923,0.55
2021-03-08,3.1046,-2.75
2021-03-09,3.0238,-2.6
2021-03-10,3.029,0.17
2021-03-11,3.0888,1.97
2021-03-12,3.0646,-0.78
2021-03-15,2.9846,-2.61
2021-03-16,2.9729,-0.39
2021-03-17,3.0187,1.54
2021-03-18,3.0466,0.92
2021-03-19,3.016,-1.0
2021-03-22,3.0716,1.84
2021-03-23,3.0508,-0.68
2021-03-24,2.9933,-1.88
2021-03-25,3.008,0.49
2021-03-26,3.0699,2.06
2021-03-29,3.0777,0.25
2021-03-30,3.0744,-0.11
2021-03-31,3.0326,-1.36
2021-04-01,3.1019,2.29
2021-04-02,3.1526,1.63
2021-04-06,3.1532,0.02
2021-04-07,3.136,-0.55
2021-04-08,3.1315,-0.14
2021-04-09,3.0958,-1.14
2021-04-12,3.0112,-2.73
2021-04-13,2.9954,-0.52
2021-04-14,3.0281,1.09
2021-04-15,3.0358,0.25
2021-04-16,3.0275,-0.27
2021-04-19,3.0759,1.6
2021-04-20,3.0462,-0.97
2021-04-21,3.0584,0.4
2021-04-22,3.0794,0.69
2021-04-23,3.0916,0.4
2021-04-26,3.0747,-0.55
2021-04-27,3.0669,-0.25
2021-04-28,3.0809,0.46
2021-04-29,3.1177,1.19
2021-04-30,3.1282,0.34
2021-05-06,3.1122,-0.51
2021-05-07,3.03,-2.64
2021-05-10,3.0438,0.46
2021-05-11,3.0636,0.65
2021-05-12,3.0701,0.21
2021-05-13,3.0588,-0.37
2021-05-14,3.0973,1.26
2021-05-17,3.1404,1.39
2021-05-18,3.131,-0.3
2021-05-19,3.1429,0.38
2021-05-20,3.1027,-1.28
2021-05-21,3.0705,-1.04
2021-05-24,3.1151,1.45
2021-05-25,3.1684,1.71
2021-05-26,3.1543,-0.45
2021-05-27,3.2059,1.64
2021-05-28,3.1876,-0.57
2021-05-31,3.2154,0.87
2021-06-01,3.24,0.77
2021-06-02,3.2018,-1.18
2021-06-03,3.19,-0.37
2021-06-04,3.2422,1.64
2021-06-07,3.3005,1.8
2021-06-08,3.2568,-1.32
2021-06-09,3.2627,0.18
2021-06-10,3.2919,0.89
2021-06-11,3.2576,-1.04
2021-06-15,3.2459,-0.36
2021-06-16,3.1859,-1.85
2021-06-17,3.2889,3.23
2021-06-18,3.3617,2.21
2021-06-21,3.368,0.19
2021-06-22,3.3828,0.44
2021-06-23,3.4634,2.38
2021-06-24,3.4247,-1.12
2021-06-25,3.4585,0.99
2021-06-28,3.463,0.13
2021-06-29,3.4324,-0.88
2021-06-30,3.488,1.62
2021-07-01,3.4527,-1.01
2021-07-02,3.4173,-1.03
2021-07-05,3.4876,2.06
2021-07-06,3.4557,-0.91
2021-07-07,3.492,1.05
2021-07-08,3.5302,1.09
2021-07-09,3.5116,-0.53
2021-07-12,3.5517,1.14
2021-07-13,3.5291,-0.64
2021-07-14,3.4822,-1.33
2021-07-15,3.5041,0.63
2021-07-16,3.4816,-0.64
2021-07-19,3.4809,-0.02
2021-07-20,3.5321,1.47
2021-07-21,3.5916,1.68
2021-07-22,3.6137,0.62
2021-07-23,3.6264,0.35
2021-07-26,3.5519,-2.05
2021-07-27,3.4509,-2.84
2021-07-28,3.4279,-0.67
2021-07-29,3.5793,4.42
2021-07-30,3.5952,0.44
2021-08-02,3.625,0.83
2021-08-03,3.5642,-1.68
2021-08-04,3.6691,2.94
2021-08-05,3.6751,0.16
2021-08-06,3.6455,-0.81
2021-08-09,3.6353,-0.28
2021-08-10,3.6369,0.04
2021-08-11,3.6695,0.9
2021-08-12,3.636,-0.91
2021-08-13,3.6281,-0.22
2021-08-16,3.621,-0.2
2021-08-17,3.4883,-3.66
2021-08-18,3.5074,0.55
2021-08-19,3.4821,-0.72
2021-08-20,3.4817,-0.01
2021-08-23,3.5454,1.83
2021-08-24,3.5674,0.62
2021-08-25,3.5707,0.09
2021-08-26,3.6013,0.86
2021-08-27,3.6487,1.32
2021-08-30,3.6437,-0.14
2021-08-31,3.625,-0.51
2021-09-01,3.6008,-0.67
2021-09-02,3.6127,0.33
2021-09-03,3.6003,-0.34
2021-09-06,3.6729,2.02
2021-09-07,3.7014,0.78
2021-09-08,3.6674,-0.92
2021-09-09,3.6611,-0.17
2021-09-10,3.6733,0.33
2021-09-13,3.6722,-0.03
2021-09-14,3.6275,-1.22
2021-09-15,3.6516,0.66
2021-09-16,3.5927,-1.61
2021-09-17,3.5777,-0.42
2021-09-22,3.6383,1.69
2021-09-23,3.6419,0.1
2021-09-24,3.5607,-2.23
2021-09-27,3.4934,-1.89
2021-09-28,3.521,0.79
2021-09-29,3.4216,-2.82
2021-09-30,3.4974,2.22
2021-10-08,3.5036,0.18
2021-10-11,3.4861,-0.5
2021-10-12,3.4009,-2.44
2021-10-13,3.4148,0.41
2021-10-14,3.4287,0.41
2021-10-15,3.4516,0.67
2021-10-18,3.4585,0.2
2021-10-19,3.4652,0.19
